Date,price
2000-01-01 00:00:00,166.9
2000-02-01 00:00:00,166.0
2000-03-01 00:00:00,166.6
2000-04-01 00:00:00,169.9
2000-05-01 00:00:00,171.0
2000-06-01 00:00:00,171.9
2000-07-01 00:00:00,173.1
2000-08-01 00:00:00,170.5
2000-09-01 00:00:00,167.6
2000-10-01 00:00:00,164.3
2000-11-01 00:00:00,162.8
2000-12-01 00:00:00,164.8
2001-01-01 00:00:00,164.8
2001-02-01 00:00:00,163.8
2001-03-01 00:00:00,165.1
2001-04-01 00:00:00,166.8
2001-05-01 00:00:00,169.3
2001-06-01 00:00:00,171.0
2001-07-01 00:00:00,171.1
2001-08-01 00:00:00,168.6
2001-09-01 00:00:00,169.8
2001-10-01 00:00:00,168.9
2001-11-01 00:00:00,168.3
2001-12-01 00:00:00,165.6
2002-01-01 00:00:00,161.5
2002-02-01 00:00:00,161.6
2002-03-01 00:00:00,161.6
2002-04-01 00:00:00,162.4
2002-05-01 00:00:00,162.5
2002-06-01 00:00:00,162.6
2002-07-01 00:00:00,166.4
2002-08-01 00:00:00,168.0
2002-09-01 00:00:00,168.6
2002-10-01 00:00:00,167.0
2002-11-01 00:00:00,166.9
2002-12-01 00:00:00,165.8
2003-01-01 00:00:00,165.9
2003-02-01 00:00:00,167.0
2003-03-01 00:00:00,168.4
2003-04-01 00:00:00,168.3
2003-05-01 00:00:00,169.9
2003-06-01 00:00:00,171.0
2003-07-01 00:00:00,171.9
2003-08-01 00:00:00,172.4
2003-09-01 00:00:00,172.6
2003-10-01 00:00:00,172.7
2003-11-01 00:00:00,169.3
2003-12-01 00:00:00,163.2
2004-01-01 00:00:00,164.4
2004-02-01 00:00:00,165.5
2004-03-01 00:00:00,164.5
2004-04-01 00:00:00,163.3
2004-05-01 00:00:00,164.9
2004-06-01 00:00:00,166.6
2004-07-01 00:00:00,167.1
2004-08-01 00:00:00,169.0
2004-09-01 00:00:00,170.2
2004-10-01 00:00:00,170.1
2004-11-01 00:00:00,169.1
2004-12-01 00:00:00,168.7
2005-01-01 00:00:00,168.5
2005-02-01 00:00:00,170.2
2005-03-01 00:00:00,170.3
2005-04-01 00:00:00,170.9
2005-05-01 00:00:00,170.5
2005-06-01 00:00:00,173.7
2005-07-01 00:00:00,175.8
2005-08-01 00:00:00,177.5
2005-09-01 00:00:00,177.8
2005-10-01 00:00:00,178.1
2005-11-01 00:00:00,176.8
2005-12-01 00:00:00,173.5
2006-01-01 00:00:00,173.0
2006-02-01 00:00:00,173.3
2006-03-01 00:00:00,173.6
2006-04-01 00:00:00,174.6
2006-05-01 00:00:00,176.4
2006-06-01 00:00:00,177.3
2006-07-01 00:00:00,177.3
2006-08-01 00:00:00,178.3
2006-09-01 00:00:00,179.7
2006-10-01 00:00:00,181.5
2006-11-01 00:00:00,182.0
2006-12-01 00:00:00,181.1
2007-01-01 00:00:00,181.1
2007-02-01 00:00:00,181.9
2007-03-01 00:00:00,183.7
2007-04-01 00:00:00,185.5
2007-05-01 00:00:00,186.0
2007-06-01 00:00:00,186.5
2007-07-01 00:00:00,188.4
2007-08-01 00:00:00,190.6
2007-09-01 00:00:00,192.6
2007-10-01 00:00:00,193.2
2007-11-01 00:00:00,194.1
2007-12-01 00:00:00,193.1
2008-01-01 00:00:00,195.5
2008-02-01 00:00:00,196.8
2008-03-01 00:00:00,198.9
2008-04-01 00:00:00,201.7
2008-05-01 00:00:00,200.8
